id, opinion
40, 自衛隊を臨戦態勢に、米国へ支援要請、本土が占領されそうなら政府機能を米国等に移転、国民の避難、避難完了地域はインフラを破壊し撤退
41, 北朝鮮やインド、パキスタンを見れば\n\n核武装をすれば、そうそう\n戦争は仕掛けられない。\n\n勝っても得るものがない\n被害が甚大だと分かれば\n戦争は起きない。
42, 降伏する。
43, そら核武装よ
44, 日米安保のもと敵国と戦う、また米国とてあてにならないので9条の改正を軍備拡大は必要
45, 外交努力を諦めずに行う。\nそれが政治家の仕事だ、途中で投げ出すことは許されない。
46, そうさせないために、またそんな気を起こさせないために、抑止力としての軍事力を持つ。
47, こちらからは手を出さない。お金で解決できる話ならお金で解決する。国の上層部が勝手に戦争を決めたのならば、上層部が責任をもって前線に立つ。
48, 日本のやり方の話し合いで決める。
49, 核武装を行い相互確証破壊を成立させ、軍事的行動を無意味化する
50, たとえ占領されるとしても、何もしない。
51, その状況を回避する政治家の外交努力と、その姿勢を支援する国民の行動。
52, 日本国憲法の柱｢戦争放棄｣をあらためて国内外に宣言する。
53, まずは自衛隊による対処。並行して、同盟国からの支援を要請する。不断の外交努力。\nこういったものは当然として、敵国に対するサイバーテロなど、サイバー戦争に対する対処が必要である。
54, 護憲派の立場として、言論活動で戦争の芽を摘み、実質的に憲法九条を守りたいのであるから、現在の左翼活動のような自国政府への非難だけを行うのではなく、隣国が実施している反日教育を中止させるように自ら働きかける。他国の非難を国是にするなんて姑息ではないかと粘り強く説得すべきである。\n\n逆に改憲派は、今のままでは国民投票で5割をとる事の難易度を理解し、過去の戦争体験の分析と反省を日本国民に対して謙虚に実施し、自国軍隊の膨張の再現がなされないための歯止めを自ら国民に提示すべきである。例えば、今後自然発生した島などを除き現在の自国領土を国外に拡大するなどという事が起こり得ないような歯止め条項の明文化を行い、それであるならば現在の九条の極端な内容を解いても大丈夫だと自国民に感じさせる事。これが改憲派の義務である。
55, 国民全員が座り込みを行う。ハンガーストライキを行う。\n全員がファシズムや戦略者に対して立ち向かう❗
56, ウランとプルトニウム、化学生物兵器の原料を潜水艦に搭載し潜行させる。
57, 家族を守るために、自分が出兵する！
58, 自衛隊に任せ、無理なら降伏する。
59, 国際世論に訴える。コスタリカがこれをやった。
60, さっさと降伏して相手国の国民として暮らしながら人権を守る市民運動を行う。
61, 話し合いで済むのであればそれに越したことはない。\nしかしそれが通じない相手であれば、昔から行われている方法を執るしかない、\n「敵は殺せ、それが鉄則だ。」
62, 戦後、米国GHQに植え付けられた自虐史観を「全世代」が捨てること。\n軍事学を子供の頃から教育する国となること。\n日本が戦争したくなくても、戦争を仕掛ける国が存在することや、話し合いの出来る国と、話し合いの出来ない国が存在することを「全世代」が知ること。\n平和を叫べば、それだけで願いが叶うという愚かな花畑思想を「全世代」が捨てること。\n憲法改正により、自衛隊を正規の国防軍とすること。\n日本が核装備のオプションを選択して実行すること。
63, 核武装宣言し攻めてきたら主要な都市に数発ぶち込むぞという声明を出す
64, やはり語学を学ぶ機会を増やす。
65, 日本や国という概念を止める。もっと宇宙から考える。１００億年を遥かに超えるスケールで。
66, 自衛隊が国家防衛のために戦い、国民も国を守るために何らかの行動を行うべきである。
67, 我々が最期まで戦う。\n日本国民として誇りをもち日本領土とその一般市民の魂を奪われてはならない。\n
68, 国を守るために、国民全体で戦う。
69, 国家のトップが相手国に対して土下座してでも和解交渉する。
70, そもそも敵国よりも強力な軍隊を保持すれば敵国は容易に来ない。戦争が起きないように情報戦で敵国に反戦運動を起こさせ、敵の指導者を敵国の政敵に暗殺させ、敵国に内戦を起こさせて、敵国を混乱させて我が国への侵略をとめる。
71, 山賊に身を落とし、落人狩りやゲリラで食いつなぐ。
72, 各々戦うもよし、\n逃げるもよし、\n平和を訴えるもよし\nそれでも末端で働く自衛隊を批判してはいけない。\n我々が適当に投票したせいで戦争が起きそうで、それのしわ寄せが全部自衛隊に行ってるのに自衛隊を非難するのは違うんじゃないかな。\n自衛隊も「文句があるならお前が自分でやってみろ。撃ってみろ。」とまでは言わないけどもう少し強気でいいと思う\n(そもそも条約結んだ国以外の諸外国が日本を助ける義理も利点も無い位資源としての価値が日本には無いが領地化する事で太平洋が手に入る地理的な利点がある。そうなったらそれこそ大陸の防波堤として戦地になるだろうけど)
73, それでも政治家は外交努力。\nほかに何があるっていうの？。
74, 戦争は嫌だけど、占領くらいならされてもいいかな。生活に影響が出ないなら、国の代表がどこの国の人になろうが構わない。占領下の日本が住みにくそうなら、難民になってとりあえず自由の保証された国に移住します。国土のために命をかけるようなことだけはしたくない。
75, 他国が黙っているはずがないと思いますが、しかし日本では他国が戦争の様になっても何もできない！！戦争とは何をしてもかまわない事ですが！！ある日、夢を見ました。日本に他国人が武器を持って侵入して来て、僕は何も出来ず・・・・。でした。
76, 戦わない。銃を向けられれば、白旗を振って、命乞いする。生きていればいずれいいことがある。
77, 外交面では、自国の有利になるような和平交渉や同盟を組む努力をする。\nまた、内政面では、自衛隊が自国を防衛し負傷者を減らすことができるよう、防衛費にしっかり予算を裂く。自衛隊の人々の命も大切なので、なるべく犠牲が出ないようにより良い機器を配備すべき。その分の予算をどこから出すのかが課題ではあるが...。
78, もう少し歴史の授業で近現代の時間を確保し、戦争の始まった原因を深掘りして教える。第一次世界大戦のように戦争を忌避したおかげで戦禍が広がった例もあるし、第二次大戦のベルギーのように「通りたかったから」というだけで戦争をふっかけられた例もある。
79, 先ず前提として、戦争の構造を国民一人一人がしっかりと理解する必要があります。\n\n領土拡大の侵略戦争から戦争物資大量消費による景気浮揚戦争の側面が強くなってきています。\n\n戦争を作り出し利益を得ている人間が社会からいなくなれば新たな戦争は起きません。\n\n日露戦争以降、戦争や、今の戦争や内戦なども、国家間同士、民族同士を対立させる構造を作っている演出家(既得権益者)がいて戦争を発生させていることを知らなければなりません。\n\nその前提でアメリカ、ロシアの二代大国による利権の争いに巻き込まれて戦争は起きています。\n\nその大国もまた、一部の人間や組織に支配されています。\n\n大国の財閥やイルミナティ、FRBの解体が急務ですが、組織が巨大で、力も強いので、一政府や、大統領の程度の権限では解体は出来ません。\n\n本来なら、極東アジアの日本、中国、韓国などが、それらの力に対峙しなければならないのですが、時すでに遅し、二代大国により、この三国はいがみ合うように、構造を作り変えられました。\n\nつまり、それらの構造を理解した上で対策を講じてる法案を作らなければ、戦争を無くすることは絵空事になると思います。
80, 自国政府に非があってのことなら、さっさと他国に逃げて安全圏から自国の野党を支援するか、敵国に支援して早期終戦へ導く。\n自国に非なくして侵略占領されようとしているなら、やはり国外脱出して他国に支援を求め、全世界が無関心なら仕方ないのでテロリストとして活動し、世界の目を集める。
81, 日本に戦争を仕掛ける国なんていませんよ。資源も金も国際的発言力も軍備もない。あるのは少しばかり頭のいい人間だけです。そんな国を攻撃してもなんのメリットもないです。\nおきてもせいぜい湾岸での小競り合いくらいですよ。ましてや核兵器落とされる心配なんて皆無。\nですから、せいぜい、対空ミサイルと湾岸警備にだけお金をかけておけば充分です。\nなので、そういう「もしも」は思い上がりだと思います。
82, 日本国憲法は、そもそも無効であるので、解釈改憲で先制攻撃も可能に出来る。時間がないのでそれで良い。あらゆるハイテク武器を無効に出来る新兵器を配備すること。日本は唯一の核被害国、だからこそ核を徹底的に研究して核攻撃からいかに守る事が可能か、研究すべき。\n\nスパイ防止法を直ぐに閣議決定すべき。\n半日分子、とくに教育機関に多くいる先生、大学教授をネットで実名で吊るし何をしてきたか明らかにする。\n半日工作員を徹底的に暴き公表する。\n国体の認識や、明らかな半日政治家を明らかに公表する。\n権力者の出自を明らかにする。\n\n放送権の自由化を行い、公平な税金をかける。\n記者制度の無効化。\n朝日新聞の罪を徹底的に訴え、正しく潰して行く。\nNHKの偏向報道の究明と放送法の改正。\nグローバルな税制度の確立で巨大グローバル企業の租税回避をなくし、税収を健全化して消費税のような悪税を辞めさせる。\n\nこれだけやったら良い国になると思う。
83, 政治家はギリギリまで戦争回避を目指す外交努力を行うべき。しかし、後手に回ることによる戦争被害の拡大を防ぐため、相手国の目的や戦略を分析し、自衛隊や在日米軍がいつでも対応できる態勢も同時に構築すべきである。\n\n国民一人一人はいたずらに個人感情に従い開戦や無抵抗を叫ぶだけでなく、状況を冷静に確認し理解するべきである。
84, 国際社会に助けを求めること。\n日本が長期戦に弱いという事が明らかな以上、敵がその弱点を突かない筈がなく、戦争になった時点で日本の敗けは確定です。\n米中露の三国の介入で滅茶苦茶になることも容易に想像がつきます。\n理不尽な侵略戦争ならば、真に友好的な国が助けてくれる筈です。\nそのときのために、今この瞬間も外交で努力し、多くの国と友好関係を結ぶ必要があると思います。
85, なにがあっても命を奪い合う愚行だと、訴え続けるしかない
86, アイギス(イージス)シールドを現実に作り、銃刀はもちろん核爆弾も無効化する。殴り合いたい奴だけで勝手にやって。武器は痛くないけど素手はお互い痛いから。
